src_bytes,dst_bytes,dst_host_srv_count,FLAG_SF,dst_host_diff_srv_rate,dst_host_rerror_rate,diff_srv_rate,count,rerror_rate,dst_host_serror_rate,target
0.0,0.0,8.0,False,0.06,0.0,0.06,144,0.0,1.0,1
277.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
321.0,1502.5,255.0,True,0.0,0.0,0.0,29,0.0,0.03,0
335.0,1502.5,255.0,True,0.0,0.0,0.0,49,0.0,0.0,0
0.0,0.0,8.0,False,0.06,1.0,0.06,266,1.0,0.0,1
234.0,1502.5,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
0.0,0.0,6.0,False,0.07,0.0,0.06,281,0.0,1.0,1
717.5,1502.5,250.0,True,0.01,0.06,0.0,4,0.0,0.0,1
0.0,0.0,86.0,False,0.03,0.0,0.0,1,0.0,1.0,1
46.0,45.0,255.0,True,0.0,0.0,0.0,68,0.0,0.0,0
318.0,488.0,156.0,True,0.0,0.0,0.0,3,0.0,0.0,0
256.0,1502.5,241.0,True,0.02,0.0,0.0,1,0.0,0.0,0
0.0,0.0,7.0,False,0.07,1.0,0.06,239,1.0,0.0,1
0.0,0.0,3.0,False,0.08,1.0,0.08,201,1.0,0.0,1
160.0,599.0,37.0,True,0.02,0.44,0.0,1,0.0,0.0,1
229.0,509.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,8.0,False,0.06,1.0,0.06,280,1.0,0.0,1
105.0,146.0,9.0,True,0.0,0.0,0.0,2,0.0,0.0,1
0.0,44.0,217.0,True,0.03,0.12,0.0,1,0.0,0.33,1
282.0,396.0,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
28.0,93.0,249.0,True,0.02,0.0,0.0,1,0.0,0.0,1
717.5,0.0,10.0,True,0.29,0.0,0.0,2,0.0,0.0,1
233.0,1502.5,197.0,True,0.02,0.0,0.0,3,0.0,0.0,0
257.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
0.0,0.0,1.0,False,0.96,0.89,1.0,306,0.83,0.1,1
214.0,645.0,255.0,True,0.0,0.0,0.0,30,0.0,0.0,0
0.0,0.0,85.0,False,0.05,0.91,1.0,4,1.0,0.02,1
0.0,0.0,13.0,False,0.07,1.0,0.06,109,1.0,0.0,1
0.0,0.0,1.0,False,0.05,0.0,0.06,114,0.0,1.0,1
203.0,651.0,255.0,True,0.0,0.0,0.0,19,0.0,0.0,0
0.0,0.0,14.0,False,0.07,1.0,0.06,216,1.0,0.0,1
0.0,83.0,146.0,True,0.07,0.0,0.0,1,0.0,0.0,0
307.0,484.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
320.0,1502.5,253.0,True,0.0,0.0,0.0,8,0.0,0.0,0
0.0,0.0,3.0,False,0.06,1.0,0.06,251,1.0,0.0,1
215.0,430.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
358.0,1502.5,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
0.0,15.0,67.0,True,0.03,0.11,0.0,1,0.0,0.0,1
270.0,1332.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
337.0,283.0,255.0,True,0.0,0.0,0.0,24,0.0,0.0,0
0.0,0.0,19.0,False,0.06,0.99,0.06,267,0.99,0.01,1
0.0,0.0,6.0,False,0.07,1.0,0.07,231,1.0,0.0,1
717.5,0.0,25.0,True,0.0,0.0,0.0,1,0.0,0.0,1
219.0,1310.0,251.0,True,0.0,0.0,0.0,4,0.0,0.0,0
258.0,1012.0,255.0,True,0.0,0.0,0.0,26,0.0,0.0,0
324.0,1093.0,255.0,True,0.0,0.0,0.0,5,0.0,0.0,0
0.0,0.0,62.0,False,0.11,1.0,0.07,58,1.0,0.0,1
0.0,36.0,60.0,False,0.03,0.88,1.0,3,1.0,0.0,1
236.0,1502.5,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
717.5,0.0,7.0,True,0.11,0.0,0.0,1,0.0,0.0,0
327.0,910.0,255.0,True,0.0,0.0,0.0,14,0.0,0.0,0
303.0,1502.5,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
0.0,0.0,4.0,False,0.06,1.0,0.06,103,1.0,0.0,1
0.0,0.0,13.0,False,0.02,0.06,0.0,1,1.0,0.0,1
28.0,93.0,254.0,True,0.01,0.0,0.0,1,0.0,0.0,1
0.0,83.0,25.0,True,0.13,0.0,0.0,1,0.0,0.0,0
282.0,1502.5,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
44.0,113.0,253.0,True,0.01,0.0,0.0,3,0.0,0.0,0
0.0,0.0,1.0,False,1.0,0.0,0.0,1,0.0,1.0,1
0.0,0.0,7.0,False,0.06,1.0,0.07,119,1.0,0.0,1
0.0,0.0,1.0,False,1.0,0.99,1.0,306,0.99,0.01,1
26.0,157.0,71.0,True,0.03,0.0,0.0,1,0.0,0.0,1
0.0,0.0,6.0,False,0.07,1.0,0.07,217,1.0,0.0,1
0.0,0.0,15.0,False,0.06,1.0,0.08,106,1.0,0.0,1
717.5,330.0,42.0,True,0.05,0.0,0.0,1,0.0,0.0,0
0.0,0.0,12.0,False,0.07,1.0,0.07,239,1.0,0.0,1
197.0,1502.5,32.0,True,0.03,0.0,0.0,1,0.0,0.0,1
197.0,1502.5,229.0,True,0.0,0.0,0.0,2,0.0,0.0,0
0.0,0.0,10.0,False,0.05,1.0,0.06,117,1.0,0.0,1
230.0,843.0,255.0,True,0.0,0.0,0.0,25,0.0,0.0,0
161.0,1502.5,151.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,15.0,False,0.08,1.0,0.07,228,1.0,0.0,1
0.0,15.0,69.0,True,0.03,0.11,0.0,1,0.0,0.0,1
0.0,15.0,60.0,True,0.04,0.11,0.0,1,0.0,0.0,1
224.0,278.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
0.0,0.0,20.0,False,0.07,0.0,0.07,259,0.0,1.0,1
321.0,372.0,255.0,True,0.0,0.0,0.0,16,0.0,0.0,0
717.5,0.0,254.0,True,0.01,0.0,0.0,173,0.0,0.0,1
0.0,0.0,17.0,False,0.07,1.0,0.06,282,1.0,0.0,1
48.0,0.0,254.0,True,0.01,0.0,0.0,5,0.0,0.0,1
303.0,289.0,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
508.0,0.0,192.0,True,0.02,0.23,0.0,306,0.0,0.0,1
0.0,0.0,1.0,False,1.0,0.0,0.0,1,0.0,1.0,1
0.0,0.0,12.0,False,0.06,1.0,0.05,132,1.0,0.0,1
8.0,447.0,10.0,True,0.31,0.0,0.0,1,0.0,0.01,0
43.0,78.0,254.0,True,0.01,0.0,0.01,208,0.0,0.0,0
124.0,174.0,255.0,True,0.0,0.02,0.0,2,0.0,0.0,1
0.0,0.0,2.0,False,0.08,0.98,0.07,226,0.97,0.02,1
257.0,633.0,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
42.0,42.0,220.0,True,0.0,0.0,0.0,7,0.0,0.0,0
42.0,42.0,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
219.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,44.0,117.0,False,0.02,0.01,0.0,1,0.0,0.53,1
260.0,1502.5,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
0.0,44.0,169.0,True,0.31,0.31,0.0,1,0.0,0.5,1
357.0,247.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,19.0,False,0.07,1.0,0.06,218,1.0,0.0,1
43.0,0.0,254.0,True,0.01,0.0,0.0,1,0.0,0.0,1
0.0,44.0,59.0,False,0.03,0.9,0.67,3,0.67,0.0,1
218.0,287.0,255.0,True,0.0,0.0,0.0,15,0.0,0.0,0
290.0,1502.5,254.0,True,0.0,0.0,0.0,4,0.0,0.0,0
42.0,42.0,252.0,True,0.01,0.0,0.0,4,0.0,0.0,0
0.0,0.0,5.0,False,0.05,1.0,0.06,131,1.0,0.0,1
0.0,0.0,7.0,False,0.07,1.0,0.07,269,1.0,0.0,1
717.5,0.0,237.0,False,0.01,0.17,0.0,11,1.0,0.0,1
8.0,0.0,98.0,True,0.0,0.0,0.0,1,0.0,0.0,1
0.0,0.0,85.0,False,0.02,0.0,0.0,1,0.0,1.0,1
0.0,0.0,5.0,False,0.06,1.0,0.06,109,1.0,0.0,1
244.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,44.0,191.0,True,0.24,0.24,0.0,1,0.0,0.5,1
124.0,188.0,254.0,False,0.01,0.02,0.0,1,1.0,0.01,1
0.0,0.0,8.0,False,0.07,0.0,0.06,200,0.0,1.0,1
717.5,0.0,23.0,True,1.0,0.0,0.0,1,0.0,0.99,1
717.5,293.0,203.0,True,0.13,0.19,0.0,3,0.0,0.0,1
226.0,651.0,255.0,True,0.0,0.0,0.0,19,0.0,0.0,0
0.0,0.0,11.0,False,0.07,1.0,0.06,267,1.0,0.0,1
0.0,15.0,19.0,True,0.82,0.8,0.0,1,0.0,0.0,1
0.0,0.0,18.0,False,0.06,1.0,0.06,286,1.0,0.0,1
0.0,0.0,19.0,False,0.08,0.0,0.08,179,0.0,1.0,1
0.0,0.0,14.0,False,0.07,0.0,0.06,203,0.0,1.0,1
0.0,0.0,3.0,False,0.06,1.0,0.06,273,1.0,0.0,1
0.0,0.0,20.0,False,0.08,0.0,0.07,239,0.0,1.0,1
0.0,0.0,1.0,False,1.0,0.96,1.0,306,0.92,0.04,1
0.0,0.0,1.0,False,0.07,1.0,0.07,198,1.0,0.0,1
162.0,601.0,43.0,True,0.03,0.02,0.0,1,0.0,0.27,1
0.0,0.0,9.0,False,0.06,0.0,0.07,110,0.0,1.0,1
0.0,0.0,7.0,False,0.07,0.0,0.06,216,0.0,1.0,1
158.0,595.0,4.0,True,0.21,0.2,0.0,1,0.0,0.0,1
313.0,1502.5,255.0,True,0.0,0.0,0.0,8,0.0,0.0,0
0.0,0.0,5.0,False,0.1,0.0,0.11,158,0.0,1.0,1
0.0,44.0,187.0,True,0.02,0.01,0.0,1,0.0,0.39,1
285.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.01,0
0.0,0.0,2.0,False,0.06,1.0,0.07,242,1.0,0.0,1
0.0,0.0,14.0,False,0.06,1.0,0.06,272,1.0,0.0,1
717.5,0.0,237.0,False,0.01,0.17,0.0,12,1.0,0.0,1
293.0,771.0,255.0,True,0.0,0.0,0.0,10,0.0,0.0,0
0.0,0.0,1.0,False,1.0,0.97,1.0,306,0.96,0.02,1
0.0,0.0,1.0,False,1.0,0.96,1.0,306,0.95,0.04,1
121.0,174.0,120.0,True,0.02,0.01,0.0,1,0.0,0.0,1
717.5,332.0,102.0,True,0.03,0.0,0.0,1,0.0,0.0,0
508.0,0.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,1
44.0,44.0,255.0,True,0.0,0.0,0.0,120,0.0,0.0,0
274.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
205.0,398.0,255.0,True,0.0,0.0,0.0,20,0.0,0.0,0
44.0,44.0,254.0,True,0.01,0.0,0.0,139,0.0,0.0,0
26.0,93.0,246.0,True,0.02,0.01,0.0,1,0.0,0.0,1
0.0,0.0,1.0,False,0.06,1.0,0.06,148,1.0,0.0,1
0.0,0.0,17.0,False,0.07,1.0,0.06,233,1.0,0.0,1
45.0,45.0,254.0,True,0.01,0.0,0.01,205,0.0,0.0,0
0.0,0.0,17.0,False,0.06,1.0,0.06,139,1.0,0.0,1
389.0,1071.0,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
0.0,44.0,190.0,True,0.02,0.01,0.0,1,0.0,0.38,1
0.0,0.0,13.0,False,0.07,1.0,0.06,200,1.0,0.0,1
717.5,337.0,178.0,True,0.04,0.0,0.0,1,0.0,0.0,0
321.0,1502.5,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
44.0,44.0,240.0,True,0.01,0.04,0.0,2,0.0,0.0,0
360.0,1172.0,89.0,True,0.02,0.01,0.0,1,0.0,0.0,0
26.0,157.0,107.0,True,0.03,0.0,0.0,1,0.0,0.0,1
0.0,0.0,4.0,False,0.08,1.0,0.07,209,1.0,0.0,1
105.0,146.0,191.0,True,0.01,0.0,0.0,1,0.0,0.0,1
0.0,15.0,87.0,False,0.05,0.9,0.0,1,1.0,0.0,1
217.0,668.0,231.0,True,0.0,0.0,0.0,7,0.0,0.0,0
0.0,0.0,255.0,False,0.0,0.32,0.0,110,0.0,0.65,1
197.0,1502.5,255.0,True,0.0,0.0,0.0,18,0.0,0.0,0
280.0,303.0,250.0,True,0.01,0.0,0.0,2,0.0,0.0,0
0.0,0.0,1.0,False,1.0,0.97,1.0,306,0.91,0.03,1
0.0,0.0,9.0,False,0.07,1.0,0.07,217,1.0,0.0,1
0.0,44.0,141.0,False,0.41,0.4,0.0,1,0.0,0.44,1
353.0,1203.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
245.0,351.0,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
717.5,0.0,244.0,False,0.01,0.47,0.0,8,1.0,0.02,1
12.0,0.0,7.0,True,0.0,0.0,0.0,1,0.0,0.0,1
326.0,1502.5,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
276.0,1183.0,172.0,True,0.0,0.0,0.0,3,0.0,0.0,0
105.0,0.0,51.0,True,0.04,0.0,0.0,1,0.0,0.0,0
717.5,0.0,255.0,True,0.0,0.0,0.0,70,0.0,0.0,1
283.0,1502.5,255.0,True,0.0,0.0,0.0,26,0.0,0.0,0
33.0,0.0,11.0,True,0.03,0.02,0.0,1,0.0,0.0,0
227.0,1502.5,255.0,True,0.0,0.0,0.0,7,0.0,0.0,0
43.0,0.0,255.0,True,0.0,0.0,0.0,2,0.0,0.0,1
211.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
230.0,327.0,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
53.0,50.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
0.0,0.0,3.0,False,0.07,1.0,0.07,195,1.0,0.0,1
258.0,1502.5,255.0,True,0.0,0.0,0.0,10,0.0,0.0,0
717.5,1502.5,254.0,True,0.01,0.07,0.0,4,0.0,0.0,1
276.0,1502.5,255.0,True,0.0,0.0,0.0,34,0.0,0.01,0
0.0,0.0,11.0,False,0.09,0.0,0.05,148,0.0,1.0,1
44.0,71.0,254.0,True,0.01,0.0,0.01,178,0.0,0.0,0
234.0,773.0,255.0,True,0.0,0.0,0.0,38,0.0,0.0,0
53.0,53.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
0.0,0.0,11.0,False,0.03,0.22,0.0,1,1.0,0.0,1
12.0,0.0,7.0,True,0.25,0.0,0.0,1,0.0,0.0,1
306.0,1502.5,255.0,True,0.0,0.0,0.0,6,0.0,0.0,0
0.0,0.0,10.0,False,0.06,1.0,0.06,202,1.0,0.0,1
717.5,0.0,39.0,True,0.0,0.0,0.0,1,0.0,0.0,1
0.0,0.0,255.0,False,0.0,0.68,0.0,35,0.74,0.05,1
53.0,50.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
717.5,0.0,255.0,False,0.0,0.16,0.0,42,0.95,0.0,1
0.0,0.0,128.0,True,0.01,0.65,0.0,1,0.0,0.0,1
717.5,343.0,65.0,True,0.04,0.0,0.0,1,0.0,0.0,0
44.0,44.0,254.0,True,0.01,0.0,0.0,80,0.0,0.0,0
0.0,0.0,255.0,False,0.0,0.7,0.0,29,0.17,0.14,1
0.0,0.0,12.0,False,0.06,1.0,0.07,124,1.0,0.0,1
0.0,0.0,11.0,False,0.06,0.0,0.07,117,0.0,1.0,1
175.0,1502.5,210.0,True,0.07,0.13,0.0,1,0.0,0.01,0
164.0,599.0,16.0,True,0.79,0.77,0.0,1,0.0,0.0,1
0.0,0.0,2.0,False,0.07,0.0,0.07,224,0.0,1.0,1
0.0,0.0,2.0,False,0.07,0.0,0.07,234,0.0,1.0,1
342.0,665.0,255.0,True,0.0,0.0,0.0,9,0.0,0.0,0
717.5,332.0,218.0,True,0.03,0.0,0.0,1,0.0,0.0,0
717.5,366.0,142.0,True,0.02,0.0,0.0,1,0.0,0.0,0
28.0,93.0,129.0,True,0.02,0.07,0.0,1,0.0,0.0,1
140.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,17.0,False,0.08,0.0,0.08,189,0.0,1.0,1
0.0,0.0,1.0,False,0.98,0.88,1.0,306,0.86,0.12,1
0.0,0.0,3.0,False,0.43,0.0,0.0,1,0.0,1.0,1
245.0,1502.5,255.0,True,0.0,0.0,0.0,9,0.0,0.0,0
164.0,599.0,14.0,True,0.69,0.68,0.0,1,0.0,0.0,1
235.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
353.0,1502.5,255.0,True,0.0,0.0,0.0,20,0.0,0.0,0
12.0,0.0,5.0,True,0.09,0.0,0.0,1,0.0,0.0,1
265.0,1502.5,179.0,True,0.0,0.0,0.0,10,0.0,0.0,0
0.0,0.0,19.0,False,0.09,1.0,0.06,252,1.0,0.0,1
0.0,0.0,17.0,False,0.07,1.0,0.06,266,1.0,0.0,1
0.0,0.0,16.0,False,0.06,0.0,0.06,294,0.0,1.0,1
26.0,157.0,85.0,True,0.03,0.0,0.0,1,0.0,0.0,1
44.0,44.0,212.0,True,0.01,0.0,0.4,5,0.0,0.0,0
328.0,1502.5,255.0,True,0.0,0.0,0.0,2,0.0,0.0,0
18.0,0.0,50.0,True,0.0,0.0,0.0,1,0.0,0.0,1
0.0,0.0,15.0,False,0.08,1.0,0.08,211,1.0,0.0,1
347.0,521.0,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,17.0,False,0.06,0.0,0.06,216,0.0,1.0,1
0.0,0.0,1.0,False,0.65,0.65,0.0,1,1.0,0.0,1
0.0,0.0,17.0,False,0.05,1.0,0.06,145,1.0,0.0,1
52.0,55.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
0.0,0.0,14.0,False,0.03,0.02,0.0,1,1.0,0.0,1
268.0,1502.5,255.0,True,0.0,0.0,0.0,4,0.0,0.0,0
0.0,0.0,17.0,False,0.05,1.0,0.06,140,1.0,0.0,1
0.0,0.0,19.0,False,0.06,1.0,0.07,212,1.0,0.0,1
46.0,51.0,255.0,True,0.0,0.0,0.0,20,0.0,0.0,0
717.5,0.0,9.0,True,0.09,0.0,0.0,1,0.0,0.0,1
12.0,0.0,15.0,True,0.25,0.0,0.0,1,0.0,0.0,1
0.0,0.0,86.0,False,0.02,0.0,0.0,1,0.0,1.0,1
0.0,0.0,16.0,False,0.07,0.0,0.06,290,0.0,1.0,1
205.0,655.0,255.0,True,0.0,0.0,0.0,41,0.0,0.0,0
158.0,595.0,16.0,True,0.76,0.73,0.0,1,0.0,0.0,1
0.0,0.0,2.0,False,0.08,1.0,0.08,221,1.0,0.0,1
238.0,780.0,98.0,True,0.0,0.0,0.0,18,0.0,0.0,0
0.0,44.0,60.0,False,0.68,0.67,0.0,1,0.0,0.14,1
256.0,1502.5,255.0,True,0.0,0.0,0.0,13,0.0,0.0,0
0.0,0.0,1.0,False,0.02,0.0,1.0,2,0.5,0.0,1
0.0,36.0,59.0,False,0.03,0.88,0.0,1,1.0,0.0,1
245.0,1502.5,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
362.0,677.0,231.0,True,0.0,0.0,0.0,10,0.0,0.0,0
54.0,53.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
0.0,0.0,17.0,False,0.03,0.34,1.0,3,1.0,0.01,1
328.0,1502.5,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
0.0,0.0,16.0,False,0.06,1.0,0.06,290,1.0,0.0,1
163.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
0.0,0.0,8.0,False,0.06,1.0,0.06,213,1.0,0.0,1
717.5,1502.5,254.0,False,0.01,0.01,0.0,4,0.0,0.0,1
105.0,146.0,99.0,True,0.02,0.0,0.0,1,0.0,0.0,0
32.0,93.0,8.0,True,0.0,0.0,0.0,1,0.0,0.0,1
53.0,51.0,255.0,True,0.0,0.0,0.0,279,0.0,0.0,0
204.0,1502.5,255.0,True,0.0,0.0,0.0,17,0.0,0.0,0
0.0,0.0,1.0,False,1.0,0.94,1.0,306,0.93,0.06,1
162.0,597.0,30.0,True,0.03,0.02,0.0,1,0.0,0.4,1
0.0,0.0,16.0,False,0.08,1.0,0.07,242,1.0,0.0,1
0.0,0.0,14.0,False,0.09,0.0,0.09,160,0.0,1.0,1
0.0,0.0,1.0,False,0.94,0.88,1.0,306,0.87,0.12,1
316.0,817.0,255.0,True,0.0,0.0,0.0,11,0.0,0.0,0
52.0,55.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
373.0,432.0,255.0,True,0.0,0.0,0.0,21,0.0,0.0,0
717.5,0.0,5.0,True,0.08,0.0,0.0,2,0.0,0.0,0
0.0,0.0,12.0,False,0.05,1.0,0.06,205,1.0,0.0,1
32.0,93.0,171.0,True,0.02,0.11,0.0,1,0.0,0.0,1
232.0,259.0,255.0,True,0.0,0.0,0.0,5,0.0,0.0,0
0.0,0.0,20.0,False,0.06,1.0,0.05,131,1.0,0.0,1
251.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
287.0,593.0,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
717.5,364.0,192.0,True,0.03,0.02,0.0,1,0.0,0.0,0
286.0,920.0,255.0,True,0.0,0.0,0.0,16,0.0,0.0,0
0.0,0.0,14.0,False,0.05,1.0,0.06,136,1.0,0.0,1
321.0,622.0,255.0,True,0.0,0.0,0.0,18,0.0,0.0,0
717.5,0.0,12.0,True,0.0,0.0,0.0,2,0.0,0.0,1
717.5,0.0,255.0,True,0.0,0.0,0.0,201,0.0,0.0,1
122.0,174.0,182.0,True,0.02,0.02,0.0,1,0.0,0.0,1
0.0,44.0,59.0,False,0.02,0.89,1.0,2,1.0,0.0,1
0.0,0.0,11.0,False,0.07,1.0,0.06,253,1.0,0.0,1
0.0,0.0,20.0,False,0.06,1.0,0.06,264,1.0,0.0,1
2.0,1502.5,2.0,False,0.03,0.02,0.0,1,0.0,0.45,0
0.0,0.0,5.0,False,0.06,1.0,0.06,197,1.0,0.0,1
22.0,75.0,134.0,True,0.02,0.0,0.67,3,0.0,0.0,0
0.0,0.0,2.0,False,0.06,1.0,0.07,103,1.0,0.0,1
223.0,1502.5,255.0,True,0.0,0.0,0.0,3,0.0,0.0,0
237.0,1502.5,255.0,True,0.0,0.0,0.0,16,0.0,0.0,0
45.0,44.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
0.0,0.0,9.0,False,0.08,1.0,0.07,230,1.0,0.0,1
0.0,0.0,1.0,False,0.8,0.89,0.86,95,0.98,0.02,1
0.0,0.0,12.0,False,0.03,0.16,1.0,3,1.0,0.0,1
0.0,0.0,245.0,False,0.01,0.56,0.0,16,0.0,0.21,1
301.0,1502.5,255.0,True,0.0,0.0,0.0,14,0.0,0.0,0
44.0,71.0,255.0,True,0.0,0.0,0.01,188,0.0,0.0,0
717.5,1502.5,242.0,True,0.01,0.06,0.0,4,0.0,0.0,1
1.0,1.0,1.0,True,0.85,0.43,0.63,94,0.0,0.05,1
24.0,715.0,53.0,True,0.03,0.35,0.75,4,0.75,0.0,1
0.0,0.0,1.0,False,0.09,0.09,1.0,306,0.84,0.0,1
0.0,44.0,161.0,True,0.35,0.34,0.0,1,0.0,0.49,1
44.0,129.0,255.0,True,0.0,0.0,0.0,87,0.0,0.0,0
0.0,0.0,2.0,False,0.07,0.0,0.07,236,0.0,1.0,1
0.0,0.0,2.0,False,0.05,1.0,0.06,108,1.0,0.0,1
30.0,93.0,249.0,True,0.01,0.02,1.0,2,0.0,0.0,1
197.0,1485.0,255.0,True,0.0,0.0,0.0,16,0.0,0.0,0
242.0,1502.5,255.0,True,0.0,0.0,0.0,1,0.0,0.0,0
30.0,93.0,251.0,True,0.01,0.0,0.0,1,0.0,0.0,1
350.0,1502.5,255.0,True,0.0,0.0,0.0,5,0.0,0.0,0
46.0,46.0,254.0,True,0.01,0.0,0.02,127,0.0,0.0,0
52.0,52.0,255.0,True,0.0,0.0,0.0,306,0.0,0.0,0
0.0,0.0,5.0,False,0.07,1.0,0.07,195,1.0,0.0,1
239.0,1502.5,255.0,True,0.0,0.0,0.0,5,0.0,0.01,0
